"JARAS_NEV","MEGYE_NEV","EV","LAKAS","SZJA","MUNKA","BERUHAZAS","CSOK","X","Y","CSOKTREND","MEGYE_SZH","BALATON","BUNOZES","SERTETT","PEDAGOGUS","ORVOS","GYORVOS","ATLAGAR","HO_SZAM","HGYO_SZAM","HO_APOLO_SZAM","HO_SZOLG_SZAM","HGYO_SZOLG_SZAM","FHO_SZOLG_SZAM","FGYHO_SZOLG_SZAM","HO_HELY_SZOLG_SZAM","HGYO_HELY_SZOLG_SZAM","HO_TMED_SZAM","HGYO_TMED_SZAMA","HO_FORG_OSSZ","HGYO_FORG_OSSZ","HGYO_FORG_RB","HGYO_FORG_RK","HO_FORG_RB","HO_FORG_RK","VEDONO"
"Aszódi","Pest",2013,0.27095865,799.87205529,60.6,328,0,19.5071478166514,47.6572852907857,"nincs",0,0,2525.33463393,1766.65040915,11.6031746,NA,NA,7.65409155,4.61705594785443,1.62954915806627,4.61705594785443,4.61705594785443,1.62954915806627,3.25909831613254,1.35795763172189,NA,NA,NA,NA,51310.4291146116,14386.474741988,13382.9440521456,1003.53068984248,46737.0994024986,4573.32971211298,4.61705594785443
"Aszódi","Pest",2014,3.81305153,862.56130106,63.9,340,0,19.5071478166514,47.6572852907857,"nincs",0,0,2026.36452773,1601.48164288,10.71814672,NA,NA,7.29197458,4.91642084562439,1.63880694854146,5.18955533704796,4.91642084562439,1.63880694854146,3.27761389708292,1.63880694854146,NA,NA,NA,NA,54461.1056484213,14394.1876980225,13820.8784005244,573.309297498088,50795.6407735169,3665.4648749044,4.64328635420081
"Aszódi","Pest",2015,2.46227925,927.34556721,65.4,400,0,19.5071478166514,47.6572852907857,"nincs",0,0,1827.55837654,1398.02744073,10.61977186,11160.11111111,8811.66666667,8.52924158,4.93272313721191,1.64424104573731,5.20676331150147,4.93272313721191,1.64424104573731,3.28848209147461,1.64424104573731,NA,NA,NA,NA,55049.7382916336,14488.5040146886,13882.3271491601,606.176865528486,51776.8764900934,3272.86180154011,4.11060261434326
"Aszódi","Pest",2016,6.28157859,1021.70876064,68.1,379,88,19.5071478166514,47.6572852907857,"magas",0,0,2804.8613956,1379.21616824,10.75572519,12201.87878788,8821.5,8.33525113,4.08285473202863,1.63314189281145,4.62723536296579,4.89942567843436,1.63314189281145,3.26628378562291,1.63314189281145,0.816570946405727,NA,NA,NA,54800.3484036038,14406.7612074362,13650.6165110645,756.144696371703,51736.0298320586,3064.31857154522,4.08285473202863
"Aszódi","Pest",2017,7.60074379,1176.7606004,69.2,513,79,19.5071478166514,47.6572852907857,"alacsony",0,0,1547.29427094,1072.24778425,9.75899281,12592.4375,8618.83333333,9.86481849,4.6023065677622,1.6243434945043,4.87303048351291,4.87303048351291,1.6243434945043,3.24868698900861,1.6243434945043,0.270723915750717,NA,NA,NA,54545.1838215388,13999.9458552168,13347.5012182576,652.444636959229,50909.0909090909,3636.09291244789,4.33158265201148
"Aszódi","Pest",2018,8.91650905,1319.67936491,70.6,694,72,19.5071478166514,47.6572852907857,"alacsony",0,0,1613.07754661,1134.82842475,9.5647482,12717.57575758,8403.33333333,11.71719742,4.3147618790788,1.61803570465455,4.85410711396365,4.85410711396365,1.61803570465455,3.2360714093091,1.61803570465455,0.53934523488485,NA,NA,NA,56588.1020441184,13596.8933714471,12884.4183161642,712.475055282887,53451.5398306456,3136.56221347284,4.3147618790788
"Aszódi","Pest",2019,17.18651396,1498.76281433,72,769,52,19.5071478166514,47.6572852907857,"nincs",0,0,1487.70761443,1178.88744176,9.8,12879.67741935,8178.66666667,14.66376891,4.01123144805455,1.60449257922182,4.54606230779516,4.81347773766546,1.60449257922182,3.20898515844364,1.60449257922182,0.80224628961091,NA,NA,NA,53385.479342158,13122.6099745955,12655.1678031822,467.442171413291,50528.1454739938,2857.33386816419,4.54606230779516
"Aszódi","Pest",2020,20.80083203,1621.40542503,74.7,811,58,19.5071478166514,47.6572852907857,"nincs",0,0,1314.71925544,928.03712148,10.01465201,12488.58064516,7017.27272727,17.25920359,4.25509281421201,1.32971650444125,5.05292271687676,4.78697941598851,1.32971650444125,3.19131961065901,1.5956598053295,0.531886601776501,NA,NA,NA,51479.4425828413,10264.081697782,9960.37444816765,303.707249614382,49149.5133237594,2329.92925908196,4.52103611510026
"Aszódi","Pest",2021,22.05481818,1806.17833506,75.7,1136,55,19.5071478166514,47.6572852907857,"nincs",0,0,1108.05532305,664.30175243,10.27509294,11786.4516129,7323.6,21.88981919,3.98247710075667,1.32749236691889,5.04447099429178,4.778972520908,1.32749236691889,3.18598168060534,1.59299084030267,0.796495420151334,NA,11986.7250763308,3658.03796628169,60490.6411788132,13380.0610646489,9454.13513872295,267.887959644232,47203.5045798487,1300.41152263374,4.51347404752423
"Bácsalmási","Bács-Kiskun",2012,0.9920881,479.3418946,56.7,323,0,19.2747249829814,46.1017824722347,"nincs",0,0,2738.16314889,2058.58280215,10.8115942,NA,NA,2.05104947,6.00510433868789,1.00085072311465,7.50638042335986,7.00595506180253,1.00085072311465,1.50127608467197,5.50467897713056,1.00085072311465,NA,NA,NA,87595.4561377171,5194.41525296502,5168.8935595256,25.5216934394235,84292.6487514387,3302.80738627834,5.50467897713056
"Bácsalmási","Bács-Kiskun",2013,2.51490079,499.01439263,57.5,358,0,19.2747249829814,46.1017824722347,"nincs",0,0,2253.3511053,1820.78816991,10.76865672,NA,NA,1.88688146,6.06673407482305,1.01112234580384,8.08897876643074,7.0778564206269,1.01112234580384,2.02224469160768,5.05561172901921,1.01112234580384,NA,NA,NA,83143.5793731041,5031.34479271992,5017.18907987867,14.1557128412538,80449.9494438827,2693.62992922144,5.56117290192113
"Bácsalmási","Bács-Kiskun",2014,0,563.43743632,59.7,423,0,19.2747249829814,46.1017824722347,"nincs",0,0,1867.48985892,1051.10084955,10.15107914,NA,NA,2.02434356,6.18015141370964,1.03002523561827,7.72518926713705,7.21017664932791,1.03002523561827,2.06005047123655,5.15012617809136,1.03002523561827,NA,NA,NA,81992.5838183035,5804.19220270897,5514.24009888242,289.952103826544,79697.687593346,2294.89622495751,5.6651387959005
"Bácsalmási","Bács-Kiskun",2015,0.51973701,610.76100877,62.7,486,0,19.2747249829814,46.1017824722347,"nincs",0,0,2141.31649385,1101.84246771,9.62589928,13862.95652174,6554.5,2.37762849,5.77003776751993,1.04909777591272,7.86823331934536,7.34368443138901,1.04909777591272,2.09819555182543,5.24548887956358,1.57364666386907,NA,NA,NA,83625.6819135543,6876.31137221989,6428.34662190516,447.964750314729,82362.5681913554,1263.11372219891,5.77003776751993
"Bácsalmási","Bács-Kiskun",2016,0.52901656,685.03099112,65.8,361,97,19.2747249829814,46.1017824722347,"magas",0,0,3914.72253082,978.6806327,9.2189781,14928.36363636,5975.5,2.70909545,5.86917084622772,1.0671219720414,9.07053676235194,7.46985380428983,1.0671219720414,1.60068295806211,5.86917084622772,1.60068295806211,NA,NA,NA,87617.1166364315,6376.58734393341,6217.05260911322,159.53473482019,86805.5703766941,811.546259737488,5.33560986020702
"Bácsalmási","Bács-Kiskun",2017,0,791.88933306,68.3,539,95,19.2747249829814,46.1017824722347,"magas",0,0,2178.75446081,880.0880088,8.61428571,13800.43478261,5179.5,2.85390089,6.47703351864846,1.07950558644141,11.3348086576348,7.55653910508987,1.07950558644141,1.61925837966211,5.93728072542775,1.07950558644141,NA,NA,NA,85661.467048092,5591.29918497328,5388.3521347223,202.947050250985,84768.1761753117,893.290872780267,5.39752793220705
"Bácsalmási","Bács-Kiskun",2018,0,899.27216686,69.5,756,78,19.2747249829814,46.1017824722347,"alacsony",0,0,1618.94931276,874.66724616,8.57894737,13320.69565217,4632.5,2.87731519,6.01520205610543,1.09367310111008,8.20254825832559,7.65571170777055,1.09367310111008,1.64050965166512,6.01520205610543,1.64050965166512,NA,NA,NA,83768.7975064253,5066.44064089244,4899.65549297315,166.785147919287,82981.3528736261,787.444632799256,5.46836550555039
"Bácsalmási","Bács-Kiskun",2019,NA,1003.60705552,70.2,777,76,19.2747249829814,46.1017824722347,"alacsony",0,0,1286.27968338,665.12752858,9.12903226,13666.81818182,7593.33333333,3.50518727,6.07835552854064,0.552577775321877,7.73608885450627,7.73608885450627,1.10515555064375,1.65773332596563,6.07835552854064,1.65773332596563,0.552577775321877,NA,NA,83071.7798530143,6293.86086091617,6189.42366138034,104.437199535835,82442.946344698,628.833508316295,4.97319997789689
"Bácsalmási","Bács-Kiskun",2020,NA,1061.02687863,71.1,640,81,19.2747249829814,46.1017824722347,"alacsony",0,0,1424.84892166,737.37317736,9.472,13134.76190476,10188,3.48177276,5.56266340323747,0.556266340323747,8.34399510485621,7.78772876453246,1.11253268064749,1.66879902097124,6.11892974356122,2.22506536129499,0.556266340323747,NA,NA,76717.4723257496,5667.24147521833,5666.68520887801,0.556266340323747,76114.4796128386,602.992712910942,5.00639706291372
"Bácsalmási","Bács-Kiskun",2021,0.55992609,1167.10375416,72.8,927,65,19.2747249829814,46.1017824722347,"nincs",0,0,1461.40709426,778.29726476,9.58196721,10926.2,8730.66666667,4.27088761,5.6363431405704,1.12726862811408,8.4545147108556,7.89088039679856,1.12726862811408,1.69090294217112,6.19997745462744,2.25453725622816,NA,24222.7482809153,2089.39240220945,85806.5607034156,9470.74737910044,7378.53680532071,2.8181715702852,60984.1055123436,599.70691015669,5.07270882651336
"Bajai","Bács-Kiskun",2012,9.13618153,586.98829772,56.7,323,0,18.9813262881476,46.144886389576,"nincs",1,0,3067.36061707,1777.81106077,9.67561983,NA,NA,5.81442236,4.95495495495495,1.35135135135135,6.15615615615616,5.10510510510511,1.35135135135135,3.45345345345345,1.65165165165165,0.15015015015015,NA,NA,NA,65060.960960961,10652.1021021021,10483.7837837838,168.318318318318,63249.3993993994,1811.56156156156,5.40540540540541
"Bajai","Bács-Kiskun",2013,2.71200741,621.04847177,57.5,358,0,18.9813262881476,46.144886389576,"nincs",1,0,2238.91278636,1478.04403999,9.63673469,NA,NA,6.04026648,5.14037766657091,1.36068820585701,6.19869071557081,5.29156524499947,1.36068820585701,3.4773143038568,1.81425094114268,0.151187578428556,NA,NA,NA,62849.7346657999,10845.1385634156,10660.6897177328,184.448845682839,61376.2605264351,1473.47413936471,5.44275282342803
"Bajai","Bács-Kiskun",2014,1.06282834,683.06891951,59.7,423,0,18.9813262881476,46.144886389576,"nincs",1,0,2726.91385017,1776.44165072,9.47070707,NA,NA,5.6344332,5.18442841676705,1.37234869855598,6.55677711532304,5.33691160549549,1.37234869855598,3.50711334075418,1.82979826474131,0.152483188728443,NA,NA,NA,63639.3162653817,11169.3935743584,10897.9734984218,271.420075936628,62273.0668943749,1366.24937100685,5.48939479422394
"Bajai","Bács-Kiskun",2015,3.2154587,726.75535375,62.7,486,0,18.9813262881476,46.144886389576,"nincs",1,0,2166.60669581,1217.28079376,9.1610338,12437.70588235,8405,6.82561887,5.22771302930594,1.3838063901104,6.3040068882807,5.38146929487377,1.3838063901104,3.5363941080599,1.84507518681386,0.153756265567822,NA,NA,NA,65020.7570958517,11630.8927088779,11037.3935237861,593.499185091792,63751.960392386,1268.79670346567,5.53522556044159
"Bajai","Bács-Kiskun",2016,3.551767,807.36154462,65.8,361,97,18.9813262881476,46.144886389576,"magas",1,0,2541.82977771,1172.08311135,8.84554455,13042.32352941,8790.82352941,6.68455291,5.27336176812718,1.24079100426522,6.2039550213261,5.42846064366033,1.39588987979837,3.5672741372625,1.86118650639783,0.155098875533152,0.155098875533152,NA,NA,68776.8902675456,11589.2981775882,10876.4637456378,712.834431950368,66919.4261341605,1857.46413338503,5.73865839472664
"Bajai","Bács-Kiskun",2017,14.65247144,922.4940389,68.3,539,95,18.9813262881476,46.144886389576,"magas",1,0,1959.37836111,950.85186975,8.75296443,12581,9306.5,8.01534952,5.32656546192289,1.25330952045244,6.26654760226222,5.48322915197945,1.409973210509,3.60326487130078,1.87996428067867,0.156663690056556,0.156663690056556,NA,NA,67013.5200764519,11663.9250520907,11004.8409080227,659.084144067929,65301.0292804437,1712.49079600821,5.79655653209256
"Bajai","Bács-Kiskun",2018,11.80767656,1039.03374205,69.5,756,78,18.9813262881476,46.144886389576,"alacsony",1,0,1651.5003621,793.47586511,8.5443787,12220.97058824,10096.8,9.19734498,5.37932125622973,1.10750731745906,6.48682857368879,5.53753658729531,1.42393797959022,3.63895261450835,1.89858397278696,0.15821533106558,0.316430662131161,NA,NA,65740.5268570524,11981.0141602721,11559.2120876513,421.802072620837,64679.6930622577,1060.83379479472,5.53753658729531
"Bajai","Bács-Kiskun",2019,7.4667175,1178.576231,70.2,777,76,18.9813262881476,46.144886389576,"alacsony",1,0,1371.01642678,743.49442379,8.33984375,12204.12121212,10556.57142857,10.61831354,5.10472665783974,1.11665895640244,6.54043103035717,5.58329478201222,1.43570437251743,3.66902228532232,1.9142724966899,0.478568124172476,0.319045416114984,NA,NA,64245.5373522421,11788.0900346164,11435.8638952255,352.226139390942,63391.9313414265,853.60601081564,5.74281749006971
"Bajai","Bács-Kiskun",2020,16.95416777,1261.66353297,71.1,640,81,18.9813262881476,46.144886389576,"alacsony",1,0,1351.53507194,756.53975033,8.33202358,12727.58730159,8369.6,10.6136908,4.97145423054718,1.28295593046379,6.57514914362692,5.61293219577908,1.44332542177176,3.68849830008339,1.92443389569568,0.641477965231894,0.160369491307974,NA,NA,64295.1760857015,10066.7137083841,9737.47514272885,329.23856565527,63855.442940535,439.733145166463,5.77330168708705
"Bajai","Bács-Kiskun",2021,9.66455926,1418.22505904,72.8,927,65,18.9813262881476,46.144886389576,"nincs",1,0,1460.95920751,810.21221761,8.09514563,12588.03225806,7084.875,13.03010519,5.01545082431361,1.29430989014545,6.7951269232636,5.66260576938634,1.45609862641363,3.72114093416816,1.94146483521817,0.647154945072724,0.161788736268181,10426.7986862755,3280.1048391011,73561.4554514715,12450.1286220453,8960.34558074067,209.678202203563,62799.2687149121,335.388050283939,5.82439450565452
"Baktalórántházai","Szabolcs-Szatmár-Bereg",2012,1.02171137,473.13005012,50,275,0,22.038928592611,47.9976396311824,"nincs",0,0,2891.44316731,2247.76500639,10.61627907,NA,NA,2.75794054,5.12268838686543,0.512268838686543,5.12268838686543,5.12268838686543,0.512268838686543,0.512268838686543,4.61041954817888,NA,NA,NA,NA,79944.6749654219,4335.33118180421,4268.22396393627,67.1072178679371,77011.9358639414,2932.73910148046,6.65949490292506
"Baktalórántházai","Szabolcs-Szatmár-Bereg",2013,0,507.60319499,51.4,363,0,22.038928592611,47.9976396311824,"nincs",0,0,3864.48537936,1942.54798403,9.84357542,NA,NA,2.89046799,5.18295843267337,0.518295843267337,5.70125427594071,5.18295843267337,0.518295843267337,0.518295843267337,4.66466258940603,NA,NA,NA,NA,84957.4997408521,4395.66704675029,4325.69710790919,69.9699388410905,82424.5879548046,2532.91178604748,6.73784596247538
"Baktalórántházai","Szabolcs-Szatmár-Bereg",2014,5.1786639,573.28300347,55.1,336,0,22.038928592611,47.9976396311824,"nincs",0,0,2428.79337131,1957.53495598,9.75428571,NA,NA,2.36427242,5.17437648763324,0.517437648763324,6.20925178515989,5.17437648763324,0.517437648763324,0.517437648763324,4.65693883886992,NA,NA,NA,NA,86975.5769429784,4045.84497568043,4002.38021318431,43.4647624961192,85406.1885542792,1569.38838869916,6.72668943392321
"Baktalórántházai","Szabolcs-Szatmár-Bereg",2015,1.55388082,639.28496933,57.1,394,0,22.038928592611,47.9976396311824,"nincs",0,0,2154.71473338,1647.11366638,9.30939227,18274,8699,2.75577404,4.66635557629491,0.518483952921657,6.22180743505989,5.18483952921657,0.518483952921657,0.518483952921657,4.66635557629491,0.518483952921657,NA,NA,NA,90010.3696790584,4510.2919064655,4467.257738373,43.0341680924975,88624.9805568518,1385.38912220667,6.74029138798154
"Baktalórántházai","Szabolcs-Szatmár-Bereg",2016,2.07441981,719.47192214,59.9,322,94,22.038928592611,47.9976396311824,"magas",0,0,1540.25670945,1125.37274731,8.63829787,19724,8673,3.05336554,4.66853408029879,0.518726008922087,5.70598609814296,4.66853408029879,0.518726008922087,0.518726008922087,4.1498080713767,NA,NA,NA,NA,92082.1661998132,4498.91067538126,4498.39194937234,0.518726008922087,90543.6248573504,1538.54134246291,7.26216412490922
"Baktalórántházai","Szabolcs-Szatmár-Bereg",2017,2.07943439,825.7822799,64,335,100,22.038928592611,47.9976396311824,"magas",0,0,1871.49095446,1034.51861094,8.65555556,20780.58823529,8810,3.39273418,4.16796915702824,0.52099614462853,5.73095759091383,4.68896530165677,0.52099614462853,0.52099614462853,4.16796915702824,0.52099614462853,NA,NA,NA,92026.1540064603,4589.97603417735,4556.11128477649,33.8647494008544,90252.6831301448,1773.47087631552,6.25195373554236
"Baktalórántházai","Szabolcs-Szatmár-Bereg",2018,1.57224464,936.11852994,65.1,429,91,22.038928592611,47.9976396311824,"magas",0,0,1226.35082019,775.64068969,8.29378531,21771.375,8822,3.39159667,4.21762969211303,0.527203711514129,4.74483340362716,4.74483340362716,0.527203711514129,0.527203711514129,4.21762969211303,0.527203711514129,NA,NA,NA,91823.5976381274,4650.99114297765,4628.84858709405,22.1425558835934,90345.8456347533,1477.7520033741,6.32644453816955
"Baktalórántházai","Szabolcs-Szatmár-Bereg",2019,0.52845743,1059.93522246,65.1,483,97,22.038928592611,47.9976396311824,"magas",0,0,924.80050732,650.00264229,8.43604651,21419.375,8171,4.47291937,4.23773704841615,0.529717131052018,4.23773704841615,4.76745417946816,0.529717131052018,0.529717131052018,4.23773704841615,0.529717131052018,NA,NA,NA,90769.6789914186,4328.31867782604,4328.31867782604,NA,89153.5120245789,1616.16696683971,6.35660557262422
"Baktalórántházai","Szabolcs-Szatmár-Bereg",2020,3.73064727,1131.35371088,66.1,464,100,22.038928592611,47.9976396311824,"magas",0,0,1135.18266848,746.12945346,8.47126437,20310.75,7018,4.36560251,4.28977425063006,0.536221781328758,5.89843959461633,4.82599603195882,0.536221781328758,0.536221781328758,4.28977425063006,0.536221781328758,NA,NA,NA,87128.5323609845,3763.20446136522,3763.20446136522,NA,85993.8870716929,1134.64528929165,6.97088315727385
"Baktalórántházai","Szabolcs-Szatmár-Bereg",2021,NA,1216.0622788,66.9,590,100,22.038928592611,47.9976396311824,"magas",0,0,1449.23617683,1081.51953495,8.95151515,21457.375,9566,5.64859914,4.3630017452007,0.545375218150087,5.99912739965096,4.90837696335079,0.545375218150087,0.545375218150087,4.3630017452007,0.545375218150087,NA,2615.61954624782,NA,96234.1841186736,5217.05933682374,5217.05933682374,NA,93069.3717277487,549.192844677138,7.08987783595113
"Balassagyarmati","Nógrád",2012,5.74956878,736.47862236,48.4,128,0,19.3135314876491,47.9898745850466,"nincs",0,0,3869.70977177,2167.33744969,10.59003831,NA,NA,5.45639397,5.02146677044365,1.00429335408873,5.77468678601019,5.02146677044365,1.00429335408873,2.51073338522182,2.51073338522182,NA,NA,NA,NA,58605.0365311708,7895.50327650707,7711.46651937031,184.03675713676,56486.7307740591,2118.30575711165,5.52361344748801
"Balassagyarmati","Nógrád",2013,1.76810093,773.51930392,49.5,174,0,19.3135314876491,47.9898745850466,"nincs",0,0,2775.91846529,1944.91102664,9.88172043,NA,NA,5.27666587,5.08233380768449,1.0164667615369,5.84468387883716,5.08233380768449,1.0164667615369,2.54116690384224,2.54116690384224,NA,NA,NA,NA,61446.432201667,8133.0046757471,7981.29701158772,151.707664159382,59525.3100223623,1921.12217930474,4.82821711730026
"Balassagyarmati","Nógrád",2014,1.27901771,852.25907881,56.8,259,0,19.3135314876491,47.9898745850466,"nincs",0,0,2404.55330306,1649.93285157,9.63066202,NA,NA,5.46088246,5.15025880050472,1.03005176010095,6.43782350063091,5.15025880050472,1.03005176010095,2.57512940025236,2.57512940025236,NA,NA,NA,NA,62724.229392527,8413.72028944455,8285.736358252,127.983931192542,61004.8154919785,1719.4139005485,5.15025880050472
"Balassagyarmati","Nógrád",2015,0.51817499,899.20247965,58.9,296,0,19.3135314876491,47.9898745850466,"nincs",0,0,2396.55931808,1655.56908568,9.52758621,12395.02564103,8087.25,5.66277885,4.95294700346706,1.04272568494043,5.47430984593728,5.21362842470217,1.04272568494043,2.60681421235109,2.60681421235109,0.260681421235109,NA,NA,NA,63007.4815567894,8432.78329553453,8310.26302755403,122.520267980501,61362.5817887959,1644.89976799354,4.95294700346706
"Balassagyarmati","Nógrád",2016,1.30843812,1009.47503632,59.5,357,0,19.3135314876491,47.9898745850466,"nincs",0,0,2001.91031965,1193.29556309,9.03010033,12519.15789474,8641.75,5.19181564,4.99133084642463,1.05080649398413,6.3048389639048,5.25403246992066,1.05080649398413,2.62701623496033,2.62701623496033,0.262701623496033,NA,NA,NA,62487.2589712604,9080.80701938738,8924.49955340724,156.30746598014,60558.2409499291,1929.01802133137,4.99133084642463
"Balassagyarmati","Nógrád",2017,0.52815739,1157.45025317,63.8,292,0,19.3135314876491,47.9898745850466,"nincs",0,0,2109.98877666,1188.35412953,8.70627063,12764.42105263,8068.25,6.56687055,5.04393533143964,1.06188112240835,6.10581645384799,5.30940561204173,1.06188112240835,2.65470280602087,2.65470280602087,0.265470280602087,NA,NA,NA,64382.9143327404,8567.52236587114,8344.79280044599,222.729565425151,62572.9379595954,1809.97637314503,5.30940561204173
"Balassagyarmati","Nógrád",2018,5.59328805,1294.36162113,67.7,392,0,19.3135314876491,47.9898745850466,"nincs",0,0,1946.99693701,1209.21560794,9,12224.21621622,7919.5,6.78109446,4.81013334758558,1.06891852168568,6.41351113011411,5.34459260842842,1.06891852168568,2.67229630421421,2.67229630421421,0.534459260842842,NA,NA,NA,60433.4464605435,8465.30023248978,8322.33238021432,142.96785227546,58696.1866331739,1737.25982736966,5.34459260842842
"Balassagyarmati","Nógrád",2019,5.36775856,1460.57820141,65.7,548,0,19.3135314876491,47.9898745850466,"nincs",0,0,1610.32756747,1041.34516029,9.23550725,12208.27777778,7706.75,7.55604917,4.85201358563804,1.0782252412529,6.19979513720416,5.39112620626449,1.0782252412529,2.69556310313224,2.69556310313224,0.539112620626449,NA,NA,NA,59234.7296350208,8309.61237802577,8231.44104803493,78.1713299908351,57913.903714486,1320.8259205348,5.39112620626449
